Num_Acc,an,mois,jour,hrmn,lum,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,unscathed,killed,hospital,light,chance
200700061011,7,10,1,1600,1,1,1,7,4689800,430700,3,2,2,0,0,1,0,50,1,0,1,0,0,0,1,0,1
200700061014,7,10,4,1815,1,1,1,3,4680500,478300,3,2,0,0,0,1,0,110,1,5,1,0,0,0,3,0,1
200700061016,7,10,8,1115,1,1,5,7,4686300,495000,3,2,0,0,1,2,0,0,2,0,3,0,0,0,2,0,1
200700061017,7,10,10,1430,1,1,1,3,4686800,491600,4,2,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
200700061018,7,10,15,815,1,1,1,6,4674700,511300,2,2,2,0,2,2,0,78,1,0,3,0,1,0,0,2,1
200700061019,7,10,24,930,1,1,1,2,4671000,502000,3,2,2,0,1,1,0,54,1,0,1,0,1,0,1,0,1
200700061023,7,10,12,2330,4,1,1,7,4657200,422100,3,2,2,0,3,4,0,57,1,0,3,0,0,1,1,1,1
200700061024,7,10,14,800,1,1,5,3,4653200,534600,3,2,3,0,1,1,0,120,2,5,1,0,1,0,1,0,1
200700061027,7,10,24,2045,5,1,1,6,4671000,505200,3,2,2,0,1,1,77,80,1,0,1,0,0,0,1,0,1
200700061028,7,10,23,1645,1,1,1,1,4690600,527000,4,2,2,0,1,1,0,43,1,0,1,0,0,1,1,0,1
200700061029,7,10,6,1715,1,1,1,6,4786700,353000,3,2,2,0,0,1,0,59,1,2,1,0,1,0,1,0,1
200700061030,7,10,14,1715,1,1,1,3,4770900,362700,3,0,0,0,1,1,0,75,1,5,1,0,1,0,1,0,1
200700061031,7,10,25,1700,1,9,1,1,4802100,379700,3,2,2,0,1,1,40,0,1,0,1,0,1,0,0,1,1
200700061032,7,10,25,1100,1,1,1,6,4800600,373000,4,1,1,0,1,1,0,32,1,0,1,0,1,0,1,0,1
200700061036,7,10,10,1400,1,2,1,3,4759500,327200,3,2,2,0,1,1,0,48,1,5,1,0,1,0,1,0,1
200700061037,7,10,21,1715,1,1,1,6,4770500,317100,3,2,2,0,0,1,0,51,1,0,4,0,0,1,0,0,1
200700061038,7,10,16,1030,1,1,1,6,4798600,339800,3,2,2,0,1,1,0,0,1,0,1,0,0,0,1,0,1
200700061040,7,10,1,1345,1,1,1,3,4817800,337600,3,3,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1
200700061041,7,10,15,115,3,1,5,2,4818400,334600,3,2,2,0,1,1,0,70,2,0,1,0,2,1,0,0,1
200700061042,7,10,15,745,2,1,1,1,4817900,327400,3,2,0,0,1,1,0,150,1,2,1,0,3,0,0,2,1
200700061043,7,10,15,715,3,1,1,6,4817900,327500,3,2,2,0,1,1,0,150,1,2,1,0,0,0,0,1,1
200700061044,7,10,21,1630,1,1,1,2,4823300,356700,4,2,0,0,1,1,0,0,1,0,1,3,1,0,1,0,1
200700061048,7,10,29,1630,1,6,2,2,4816400,326900,3,2,2,0,1,1,0,0,2,0,1,0,2,0,0,1,1
200700061049,7,10,16,1300,1,1,1,6,4831500,316000,3,2,0,0,0,1,40,81,1,5,3,0,0,1,0,0,1
200700061050,7,10,16,1530,1,1,1,6,4827200,313400,3,2,2,0,1,1,0,0,1,0,1,0,0,0,1,0,1
200700061051,7,10,22,1945,3,1,1,6,4817400,303600,3,2,2,0,1,3,0,0,1,0,3,0,0,0,1,0,1
200700061052,7,10,24,745,2,1,1,6,4822800,319400,3,2,2,0,1,2,0,0,0,0,3,0,1,0,1,0,1
200700061053,7,10,29,845,1,1,2,7,4812000,306300,3,2,2,0,1,1,0,44,2,0,3,0,0,0,1,0,1
200700061057,7,10,11,1115,1,1,1,6,4718700,638700,3,2,0,0,1,1,0,60,1,0,1,0,0,0,1,0,1
200700061063,7,10,21,115,5,1,1,1,4741900,670300,3,2,2,0,0,1,0,53,1,0,1,0,1,0,1,1,1
200700061066,7,10,5,1030,1,1,1,7,4732800,613300,9,2,0,0,2,2,0,69,1,0,3,0,0,0,1,0,1
200700061067,7,10,23,2145,3,1,1,5,4728500,612700,3,2,0,0,1,2,0,72,1,0,1,0,0,1,2,2,1
200700061068,7,10,12,1630,1,1,1,3,4670800,555400,3,2,2,0,1,1,0,72,1,0,1,0,2,0,1,0,1
200700061069,7,10,29,900,1,1,1,1,4663100,559700,3,2,0,0,1,1,0,44,1,5,1,0,2,0,3,0,1
200700061071,7,10,26,2000,5,1,1,2,4654000,540800,3,2,2,0,2,1,0,67,1,0,1,0,1,0,2,0,1
200700061073,7,10,6,1130,1,1,1,6,4710500,543900,4,2,2,0,1,1,0,50,1,0,0,0,0,0,1,0,1
200700061074,7,10,7,1545,1,1,1,1,4702300,534300,3,2,2,0,1,1,0,73,1,0,1,0,0,1,2,0,1
200700061075,7,10,12,1845,2,1,1,6,4713100,545700,2,2,2,0,2,1,26,70,1,0,1,0,2,0,1,0,1
200700061076,7,10,11,1730,1,1,1,3,4708500,542000,4,1,1,0,2,1,0,35,1,0,1,0,1,0,1,0,1
200700061077,7,10,23,1045,1,1,1,7,4691600,550300,3,2,2,0,1,2,0,49,1,0,3,0,0,2,0,0,1
200700061078,7,10,31,30,3,1,1,2,4717200,577300,3,2,2,0,1,1,0,82,1,0,1,0,1,0,1,0,1
200700061082,7,10,8,1015,1,7,1,6,4784100,579900,4,0,0,0,1,0,0,147,1,0,0,0,1,0,1,0,1
200700061088,7,10,20,1630,1,1,1,3,4755800,643500,3,0,2,0,1,1,0,77,1,0,1,0,1,0,2,0,1
200700061089,7,10,25,700,3,1,8,5,4762600,666900,3,2,3,0,3,2,0,105,2,0,1,0,3,0,1,1,1
200700061090,7,10,28,1815,3,1,1,1,4762600,672400,3,2,2,0,1,3,0,64,1,0,1,0,2,0,1,0,1
200700061091,7,10,8,2030,3,6,1,1,4780100,638800,2,2,2,0,1,1,61,79,1,5,1,0,0,0,2,0,1
200700061093,7,10,26,945,1,2,5,3,4777600,620600,3,2,2,0,0,1,0,37,2,5,0,0,1,0,1,1,1
200700061096,7,10,13,1100,1,1,1,2,4732600,586500,3,2,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1
200700061104,7,10,8,2215,3,1,1,5,4448700,476700,1,1,3,3,1,1,35,105,1,0,1,0,4,0,0,4,1
200700061107,7,10,10,1515,1,1,1,3,4345900,547900,9,2,0,0,1,1,0,0,1,5,1,0,2,0,0,3,1
200700061109,7,10,19,945,1,1,1,2,4345900,545900,9,2,0,0,1,1,0,65,1,0,1,0,0,0,1,1,1
200700061110,7,10,29,2145,3,1,1,5,4342600,549000,3,2,0,0,2,2,0,0,1,0,1,0,1,0,2,0,1
200700061111,7,10,1,1515,1,2,1,1,4342400,536900,3,2,2,0,1,1,0,73,1,0,1,0,0,0,1,1,1
200700061115,7,10,31,1545,1,1,8,1,4342200,561100,3,2,2,2,1,1,58,0,1,0,1,0,1,1,0,0,1
200700061116,7,10,9,1930,3,1,1,1,4364700,462900,3,2,2,0,1,1,0,70,1,0,1,0,0,0,2,0,1
200700061118,7,10,9,1245,1,1,1,3,4357300,474000,3,2,2,0,1,1,0,63,1,5,1,0,1,0,2,0,1
200700061121,7,10,14,1415,1,1,1,1,4327100,573800,3,2,2,0,0,3,0,71,1,0,1,0,3,0,1,0,1
200700061124,7,10,6,1215,1,3,1,1,4322700,558300,1,1,0,0,2,2,0,0,1,3,1,0,2,0,1,1,1
200700061125,7,10,26,1545,1,1,1,4,4322700,557200,3,2,2,0,2,0,0,60,1,0,1,0,2,0,0,1,1
200700061126,7,10,8,730,1,1,1,1,4326700,558300,3,2,0,3,1,1,0,130,1,0,1,0,2,0,1,0,1
200700061128,7,10,15,1015,1,1,1,6,4335400,560600,2,2,0,0,0,1,0,0,1,5,1,0,1,0,1,0,1
200700061131,7,10,28,1915,3,1,1,4,4375600,505100,3,2,2,0,2,1,0,0,1,0,1,0,2,0,1,1,1
200700061135,7,10,20,1945,5,1,1,3,4348900,523400,9,0,2,0,0,1,0,100,1,5,1,0,2,0,1,0,1
200700061136,7,10,1,1900,1,1,1,1,4372200,523300,3,2,2,0,3,2,0,0,1,0,1,0,0,0,2,3,1
200700061137,7,10,22,1700,1,1,1,5,4366300,533600,3,2,2,0,1,1,0,43,1,0,1,0,1,0,1,1,1
200700061140,7,10,4,1715,1,1,1,1,4425000,587000,3,2,2,0,0,3,0,60,1,0,1,0,2,0,0,3,1
200700061142,7,10,6,1530,1,9,1,2,4458100,613800,2,2,2,0,4,1,0,73,1,0,1,0,3,0,1,0,1
200700061145,7,10,17,1700,1,1,1,1,4374600,732900,3,2,2,0,1,1,80,80,1,0,1,0,1,0,1,0,1
200700061146,7,10,27,545,5,6,1,6,4374100,731000,3,2,2,0,1,1,0,0,1,0,1,0,0,0,1,0,1
200700061152,7,10,7,45,3,1,8,3,4371500,713200,3,2,2,0,2,1,0,62,2,5,1,0,2,0,1,0,1
