Num_Acc,an,mois,jour,hrmn,lum,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,sum,unscathed,killed,hospital,light,week,time
201000000214,10,1,10,2345,3,1,4,6,5015900,254100,3,2,2,0,1,2,70,0,5,0,3,99,37,14,1,16,20,7,23.0
201000000215,10,2,11,945,1,1,4,1,5022900,260400,2,2,2,0,1,1,0,71,5,0,1,0,72,64,9,19,44,4,9.0
201000000217,10,3,15,500,3,1,1,6,5028200,265500,3,2,2,0,0,1,0,65,1,0,3,0,99,62,8,36,55,1,5.0
201000000219,10,10,14,730,2,1,5,1,5013000,241700,3,2,2,0,1,1,0,0,1,0,1,0,111,83,13,48,50,4,7.0
201000000220,10,11,19,1730,3,2,8,3,5013000,239000,3,2,2,0,1,1,0,142,1,0,1,0,100,57,6,47,47,5,17.0
201000000221,10,12,4,800,2,1,1,6,5019200,248800,2,2,0,0,1,1,35,70,1,0,1,0,83,41,6,35,42,6,8.0
201000000223,10,2,28,1015,1,1,2,7,5032600,270100,3,2,2,0,4,1,0,60,9,0,1,0,70,43,9,35,26,7,10.0
201000000228,10,5,9,1615,1,1,1,6,5036900,274500,3,2,0,0,0,1,0,60,1,0,1,0,99,61,10,50,39,7,16.0
201000000230,10,6,5,1900,1,1,1,1,5038800,273100,3,2,1,0,1,2,0,65,1,0,3,99,174,89,13,95,66,6,19.0
201000000231,10,8,28,2345,3,6,1,6,5035600,278900,2,1,2,0,1,2,0,0,1,5,1,0,99,78,9,38,52,6,23.0
201000000232,10,10,22,900,1,2,1,3,5038200,285200,3,2,0,0,1,1,21,94,1,0,1,99,115,91,4,62,49,5,9.0
201000000233,10,11,5,2330,3,1,2,6,5039300,289500,3,2,2,0,1,1,0,57,2,0,3,0,106,89,10,46,50,5,23.0
201000000234,10,11,21,1945,5,1,1,3,5036200,279100,3,2,2,0,1,1,14,61,1,0,1,0,72,28,8,38,26,7,19.0
201000000244,10,3,8,2030,3,1,1,7,5029600,302300,3,2,0,0,1,3,0,58,1,0,3,0,86,56,2,39,45,1,20.0
201000000245,10,3,14,1830,1,1,1,1,5030800,295400,3,2,2,0,1,1,0,59,1,0,1,99,107,47,15,56,36,7,18.0
201000000246,10,3,18,1645,1,1,1,1,5037600,299400,3,2,2,0,1,1,0,61,1,0,1,0,106,65,8,52,46,4,16.0
201000000247,10,9,1,2030,2,1,1,7,5034200,298400,3,2,2,0,1,3,0,60,1,0,3,0,145,81,12,59,74,3,20.0
201000000248,10,12,27,1345,1,1,1,6,5032500,305800,3,0,2,0,1,2,0,70,5,0,3,0,48,29,14,19,15,1,13.0
201000000254,10,8,15,630,1,1,1,3,5058000,258000,3,2,0,0,1,1,0,147,1,5,1,0,138,72,14,62,62,7,6.0
201000000256,10,10,27,1330,1,1,1,6,5057600,241000,3,2,0,0,1,1,0,66,1,0,1,99,82,55,10,31,41,3,13.0
201000000261,10,10,3,1900,1,2,1,3,5063000,282000,3,2,2,0,1,1,0,70,1,0,1,0,109,49,7,53,49,7,19.0
201000000262,10,10,15,1230,1,1,2,3,5063600,280500,3,2,0,0,0,1,50,0,2,5,1,99,85,69,9,35,41,5,12.0
201000000265,10,3,11,1315,1,1,1,3,5066900,168000,3,2,2,0,1,1,0,68,1,0,1,99,85,60,9,37,39,4,13.0
201000000266,10,3,20,130,3,1,1,6,5066500,166400,3,3,2,0,1,1,0,53,1,0,1,99,98,58,10,42,46,6,1.0
201000000274,10,11,27,2145,5,1,1,7,5066200,182700,4,2,2,0,1,1,0,36,1,0,1,0,46,50,6,14,26,6,21.0
201000000276,10,1,30,2300,3,1,9,1,5064600,162300,3,2,2,0,1,1,0,0,7,0,1,0,122,86,10,47,65,6,23.0
201000000277,10,4,23,1445,1,1,1,1,5063800,160900,3,2,2,0,0,1,0,0,1,0,1,0,152,112,9,71,72,5,14.0
201000000278,10,7,23,1645,1,1,1,6,5067600,165900,3,3,2,0,1,1,0,52,1,0,3,99,126,62,14,72,40,5,16.0
201000000279,10,12,11,545,3,1,1,1,5068700,161900,3,2,2,0,2,4,0,67,1,0,1,99,116,70,16,47,53,6,5.0
201000000292,10,10,24,1515,1,1,1,1,5058700,198400,3,2,2,0,0,1,0,60,1,0,1,0,126,52,15,50,61,7,15.0
201000000295,10,10,13,1300,1,1,1,6,5055900,175600,3,2,2,0,1,1,0,72,1,0,3,0,82,60,10,33,39,3,13.0
201000000296,10,11,16,200,5,1,1,6,5052500,164000,4,3,2,0,2,1,5,120,1,0,3,3,105,74,12,39,54,2,2.0
201000000297,10,1,31,1530,1,9,1,1,5048600,218300,3,2,2,0,1,1,0,61,1,0,1,0,106,60,9,49,48,7,15.0
201000000298,10,2,8,730,3,1,2,6,5036600,202400,3,2,2,0,2,3,0,79,2,2,1,99,93,69,6,46,41,1,7.0
201000000299,10,3,16,1230,1,1,1,6,5030700,196400,4,2,0,0,2,2,0,40,1,0,3,99,94,64,12,38,44,2,12.0
201000000300,10,4,19,1215,1,1,1,6,5039400,204900,3,2,0,0,2,4,0,92,1,0,3,0,116,81,1,68,47,1,12.0
201000000307,10,7,11,1615,1,1,1,2,5041400,192300,3,2,0,0,1,1,0,64,1,0,1,0,124,61,8,80,36,7,16.0
201000000323,10,8,3,2030,1,9,1,3,5068700,232600,3,2,0,0,1,1,0,60,1,0,1,0,140,94,10,61,69,2,20.0
201000000325,10,10,4,1030,1,1,1,1,5063700,227200,3,2,0,0,1,1,0,64,2,0,1,99,120,71,7,67,46,1,10.0
201000000326,10,1,4,1930,3,1,4,2,5080700,210900,3,2,2,0,3,1,0,42,2,0,1,0,116,83,12,41,63,1,19.0
201000000329,10,2,24,1330,1,1,1,7,5087800,197400,4,2,2,0,2,2,0,49,1,0,4,99,117,93,3,56,58,3,13.0
201000000331,10,4,27,1245,1,1,1,1,5090700,212800,3,2,2,0,0,1,0,68,1,0,1,0,139,85,5,58,76,2,12.0
201000000333,10,8,4,2015,1,1,3,6,5087400,208900,4,2,0,0,1,1,0,50,2,0,3,0,107,76,10,57,40,3,20.0
201000000334,10,9,11,1415,1,1,1,1,5099400,209100,3,2,2,0,1,4,0,50,1,0,1,0,152,100,8,92,52,6,14.0
201000000335,10,10,18,1315,1,1,1,6,5098200,204500,3,2,2,0,1,1,0,70,1,0,1,0,73,57,3,37,33,1,13.0
201000000336,10,11,12,1115,1,1,1,5,5089800,207200,3,2,2,0,1,1,0,60,1,0,1,0,133,116,15,61,57,5,11.0
201000000340,10,4,17,2245,3,1,1,6,5060700,206100,3,2,2,0,2,1,0,52,1,0,1,0,116,76,11,57,48,6,22.0
201000000342,10,6,15,1900,1,1,1,1,5053100,226700,3,2,2,0,1,2,0,65,1,0,1,99,122,62,6,60,56,2,19.0
201000000346,10,12,29,1600,2,9,5,4,5066800,218900,3,2,2,0,4,1,0,75,1,0,1,0,59,48,5,23,31,3,16.0
201000000347,10,2,10,815,1,1,4,1,5072800,220000,2,2,2,0,1,2,0,0,5,0,1,0,100,71,2,43,55,3,8.0
201000000348,10,4,2,1500,1,1,2,3,5064700,198200,3,2,0,0,1,1,0,0,2,0,1,0,143,91,12,65,66,5,15.0
201000000357,10,1,29,745,5,1,3,6,5038400,233300,3,2,2,0,2,3,35,116,2,5,1,99,179,99,20,78,81,5,7.0
201000000358,10,2,7,1200,1,1,2,5,5039600,221700,3,2,2,0,1,1,0,0,2,0,1,0,74,58,2,27,45,7,12.0
201000000366,10,5,13,1845,1,1,1,3,5038900,214900,3,2,4,0,1,1,0,0,1,5,1,99,89,61,9,52,28,4,18.0
201000000367,10,5,17,1730,1,1,1,6,5038900,226000,3,1,4,0,2,1,0,0,1,0,1,0,91,91,7,37,47,1,17.0
201000000370,10,6,17,800,1,1,1,6,5045100,223200,3,2,2,0,1,1,0,56,1,0,3,0,88,56,3,44,41,4,8.0
201000000453,10,11,8,1530,2,1,1,6,4995000,214300,3,2,0,0,0,2,0,50,1,0,1,99,108,81,10,42,56,1,15.0
201000000455,10,12,10,1530,1,1,1,4,4994700,214700,3,2,2,0,1,2,0,80,2,0,1,99,82,46,6,42,34,5,15.0
201000000528,10,12,9,1345,1,1,7,1,5018800,219600,3,2,2,0,0,1,0,40,1,0,1,0,84,54,10,31,43,4,13.0
201000000544,10,12,15,1800,3,1,4,3,4999300,211400,3,2,2,0,4,1,0,78,7,0,1,99,55,38,7,18,30,3,18.0
201000000579,10,10,30,1400,1,1,1,3,4981700,249200,3,1,2,0,0,1,0,90,1,0,0,99,105,55,12,58,35,6,14.0
201000000615,10,11,7,730,3,1,2,7,4993300,280000,3,2,2,0,1,1,0,63,2,0,1,0,112,41,12,55,45,7,7.0
201000000619,10,12,22,1730,2,1,1,1,4978100,268500,3,2,0,0,1,1,0,66,2,0,1,99,77,53,7,31,39,3,17.0
201000000840,10,6,26,1530,1,1,1,3,4939800,225200,3,2,2,0,1,1,0,70,1,0,1,0,170,95,14,92,64,6,15.0
201000000848,10,11,4,1700,2,1,2,1,4940000,210400,3,2,2,0,1,1,65,0,2,0,3,99,98,58,7,29,62,4,17.0
201000000849,10,3,1,45,3,1,8,6,4944900,174500,4,2,2,0,1,1,0,32,2,0,1,99,92,61,9,48,35,1,0.0
201000000850,10,3,26,530,2,1,1,5,4936700,210700,3,2,2,0,1,3,0,70,1,0,1,0,126,75,4,56,66,5,5.0
201000000862,10,11,9,1615,1,1,1,4,4938000,197000,3,2,0,0,2,4,0,60,2,0,0,0,114,66,8,47,59,2,16.0
201000000864,10,11,23,1330,1,3,1,2,4944000,190100,2,2,2,0,1,1,0,84,1,5,1,99,83,49,7,36,40,2,13.0
201000000901,10,11,29,1745,3,1,1,3,4962700,179200,3,2,2,0,1,1,0,65,1,0,1,0,84,43,7,29,48,1,17.0
201000000956,10,1,11,1045,1,1,9,6,4936900,253100,3,2,2,0,1,1,0,70,7,0,3,99,82,48,2,34,46,1,10.0
201000000961,10,8,5,1415,1,1,1,1,4938400,256700,2,2,2,0,1,1,145,75,1,0,1,0,108,71,12,50,46,4,14.0
201000000965,10,2,5,1815,5,1,8,6,4931700,232700,3,2,2,0,1,1,0,74,1,0,1,99,106,57,10,37,59,5,18.0
201000000966,10,6,4,1600,1,6,1,3,4932500,233000,3,2,2,0,1,1,72,0,1,5,1,0,199,125,10,105,84,5,16.0
201000000976,10,7,15,1645,1,3,1,4,4952300,249000,3,2,0,0,1,3,0,66,1,5,1,99,147,79,19,80,48,4,16.0
201000000980,10,10,17,100,3,1,1,6,4948900,245200,3,2,0,0,1,3,0,70,1,0,3,0,93,47,9,51,33,7,1.0
201000000988,10,4,1,700,1,2,1,3,4950300,290100,3,2,3,0,1,1,0,128,1,5,1,99,117,86,10,54,53,4,7.0
201000000994,10,4,29,1215,1,1,1,1,4951900,292800,3,2,2,0,1,1,0,74,1,0,1,99,115,91,2,58,55,4,12.0
201000001005,10,9,3,415,3,1,1,6,4944200,284100,2,2,0,0,1,3,0,60,1,0,1,99,115,88,5,54,56,5,4.0
201000001007,10,9,15,1630,1,1,1,5,4951400,280700,3,2,0,0,0,1,0,0,1,0,1,0,106,81,11,34,61,3,16.0
201000001008,10,9,26,1915,1,1,1,1,4943500,310200,3,2,2,0,1,1,0,66,2,0,1,0,145,70,23,94,28,7,19.0
201000001021,10,6,16,900,1,1,1,1,4935600,298100,3,2,2,0,1,1,0,60,1,0,1,99,130,89,6,56,68,3,9.0
201000001023,10,7,4,1915,1,1,1,3,4941600,292400,2,2,2,0,0,1,0,70,1,0,1,0,173,94,15,96,62,7,19.0
201000001031,10,6,29,1715,1,1,1,6,4952700,277400,4,2,0,0,1,1,0,0,1,0,1,99,117,87,7,62,48,2,17.0
201000001032,10,7,28,1930,1,1,1,6,4951200,272600,3,2,2,0,1,1,0,75,1,0,3,0,106,75,8,60,38,3,19.0
201000001038,10,10,31,1530,1,2,1,3,4950900,272900,3,2,2,0,1,1,0,0,1,5,1,0,112,67,6,62,44,7,15.0
201000001046,10,4,24,1030,1,9,1,3,4967400,293500,3,2,2,0,1,1,0,31,1,0,1,99,182,87,9,97,76,6,10.0
201000001053,10,7,30,2130,2,1,1,7,4962100,300200,3,2,0,0,0,3,0,50,1,0,1,99,110,77,7,46,57,5,21.0
201000001054,10,10,12,2115,4,1,1,3,4960200,279700,3,2,1,0,1,1,0,0,1,0,1,99,97,78,15,42,40,2,21.0
201000001055,10,10,21,1900,2,1,1,3,4959700,311700,3,2,2,0,1,1,0,0,1,0,1,0,78,46,3,33,42,4,19.0
201000001057,10,10,28,1945,5,1,1,1,4958800,300100,3,2,0,0,0,1,0,75,1,0,1,3,85,72,12,38,35,4,19.0
201000001075,10,12,3,1700,3,1,1,5,4923300,222600,3,4,0,0,3,1,0,320,1,0,1,0,64,51,8,24,32,5,17.0
201000001079,10,2,17,930,1,1,8,1,4918600,249400,3,2,0,0,1,1,0,50,7,0,1,99,84,66,12,37,35,3,9.0
201000001102,10,12,7,1930,5,1,4,6,4919800,246500,3,2,1,0,2,2,0,0,5,0,1,0,73,40,3,28,42,2,19.0
201000001116,10,8,2,330,3,1,1,1,4924000,303500,3,2,0,0,1,1,0,50,1,0,1,0,107,83,19,50,38,1,3.0
201000001129,10,5,24,1630,1,1,1,6,4910600,268600,3,2,2,0,2,1,0,0,1,0,1,99,143,73,5,73,65,1,16.0
201000001152,10,8,16,2200,3,1,1,3,4951500,99100,1,3,4,0,1,3,0,95,1,0,1,99,83,59,5,28,50,1,22.0
201000001159,10,5,10,1815,1,1,1,6,4954700,111500,3,2,2,0,1,1,0,67,1,0,1,3,89,59,6,33,50,1,18.0
201000001163,10,7,25,1530,1,1,1,1,4960600,109300,3,2,0,0,2,1,63,0,1,0,1,0,108,85,10,51,47,7,15.0
201000001178,10,9,17,715,2,1,1,6,4988000,104299,4,2,2,0,1,1,0,58,1,0,1,99,138,91,6,71,61,5,7.0
201000001182,10,1,20,1045,1,1,2,1,4974300,103800,3,2,2,0,1,1,0,56,2,0,1,99,103,73,14,43,46,3,10.0
201000001187,10,10,5,1045,1,1,1,6,4978900,123000,3,2,2,0,1,1,0,0,1,0,1,99,99,58,4,53,42,2,10.0
201000001190,10,10,6,945,1,1,1,5,4938900,125500,3,2,2,0,1,1,0,74,1,0,1,0,121,71,14,56,51,3,9.0
201000001196,10,4,9,1930,1,1,1,6,4948400,81800,4,0,0,0,1,1,0,0,9,0,1,99,142,106,7,76,59,5,19.0
201000001200,10,7,14,1700,1,1,1,6,4953300,89200,3,2,0,0,2,1,0,51,1,0,1,0,129,62,5,76,48,3,17.0
201000001206,10,1,1,1430,1,1,9,6,4970500,25000,3,2,0,0,1,2,0,60,2,0,1,0,65,31,6,22,37,5,14.0
201000001208,10,5,11,1630,1,1,1,1,4966700,19600,3,2,2,0,2,1,0,74,1,0,1,99,106,70,3,36,67,2,16.0
201000001213,10,6,22,930,1,1,1,3,4968400,23500,3,2,2,0,0,1,54,0,1,0,1,0,142,90,8,80,54,2,9.0
201000001214,10,7,19,2015,1,1,1,1,4965600,17300,3,2,2,0,1,3,59,0,0,0,1,0,101,61,7,49,45,1,20.0
201000001215,10,8,6,2245,3,2,1,3,4960900,41500,3,2,2,0,1,1,0,63,1,0,1,99,121,79,14,65,42,5,22.0
201000001218,10,10,8,1630,1,1,1,3,4963900,22400,3,2,0,0,1,3,42,0,1,0,1,0,128,73,7,61,60,5,16.0
201000001223,10,1,6,1645,1,1,1,6,4969000,67700,3,2,2,0,2,2,0,50,7,0,1,99,89,68,11,30,48,3,16.0
201000001231,10,10,7,245,3,1,5,7,4947600,63600,3,2,2,0,1,1,0,56,9,0,3,99,121,87,4,62,55,4,2.0
201000001232,10,11,17,1330,1,9,1,1,4946700,58500,3,2,2,0,1,1,0,62,1,0,1,0,78,56,5,42,31,3,13.0
201000001236,10,1,28,1815,5,1,1,6,4949200,34700,3,2,2,0,1,3,0,70,1,0,1,0,132,66,9,64,59,4,18.0
201000001237,10,4,13,1545,1,1,1,1,4954000,36700,3,2,2,0,1,1,108,108,1,0,1,99,87,66,4,44,39,2,15.0
201000001242,10,8,10,1530,1,1,2,3,4948400,28300,4,2,0,0,1,1,0,65,2,0,1,0,102,56,3,52,47,2,15.0
201000001244,10,12,25,1145,1,1,1,1,4953400,25300,3,2,0,0,0,2,0,0,7,0,1,99,47,30,5,24,18,6,11.0
201000001251,10,8,18,1930,1,1,1,6,4978400,144300,3,2,0,0,1,3,0,52,1,0,1,0,86,59,9,45,32,3,19.0
201000001262,10,11,25,1330,1,1,1,6,4988500,170600,3,2,0,0,2,2,0,0,6,0,1,0,94,77,3,35,56,4,13.0
201000001263,10,2,20,1500,1,1,2,6,4965900,162400,9,1,0,0,3,1,0,32,2,0,1,99,123,73,2,66,55,6,15.0
201000001265,10,6,20,1900,1,2,1,3,4965800,138300,3,2,0,0,1,0,0,43,1,0,1,99,118,60,5,62,51,7,19.0
201000001266,10,5,16,1645,1,1,1,6,4972400,130400,3,0,0,0,0,1,0,50,1,0,1,99,106,74,14,54,38,7,16.0
201000001275,10,5,6,1730,1,1,1,3,4949600,170300,3,2,2,0,1,1,0,62,1,0,1,99,88,59,6,37,45,4,17.0
201000001286,10,7,31,2345,3,1,1,6,4960900,75700,3,2,2,0,0,3,0,70,1,0,1,99,127,74,5,68,54,6,23.0
201000001291,10,5,26,1900,1,1,1,3,4955200,95600,4,1,0,0,1,0,63,0,1,5,1,99,113,78,5,53,55,3,19.0
201000001292,10,7,27,1945,1,1,1,1,4955600,94200,9,2,0,0,2,1,80,0,1,0,1,0,98,58,9,45,44,2,19.0
201000001307,10,6,30,845,1,1,8,3,4971300,36500,3,2,2,0,1,1,47,63,1,5,1,0,144,138,6,74,64,3,8.0
201000001322,10,2,23,1300,1,1,2,5,4894120,87153,3,2,2,0,1,1,0,70,2,0,1,99,100,43,9,44,47,2,13.0
201000001323,10,2,26,1345,1,1,6,3,4905730,97293,3,2,2,0,1,1,0,0,1,0,1,0,101,73,8,46,47,5,13.0
201000001328,10,3,21,1145,1,1,1,2,4908730,91866,3,1,2,0,1,1,0,0,1,0,1,0,110,71,8,55,47,7,11.0
201000001334,10,5,5,1600,1,1,1,6,4895920,112970,3,2,2,0,1,1,0,0,1,0,1,99,128,80,8,57,63,3,16.0
201000001335,10,5,14,1145,1,6,1,3,4901510,119548,9,3,2,0,1,1,0,0,1,0,1,0,132,74,7,67,58,5,11.0
201000001337,10,6,9,1315,1,2,1,5,4898610,102240,3,2,2,0,1,1,0,0,1,0,1,99,110,91,2,46,62,3,13.0
201000001338,10,6,12,2330,3,1,1,6,4907840,92037,3,2,2,0,1,1,0,65,1,0,1,0,129,83,8,64,57,6,23.0
201000001343,10,8,23,1045,1,3,1,1,4899490,96017,3,2,2,0,1,1,31,103,1,5,1,99,111,77,11,53,47,1,10.0
201000001345,10,9,2,1430,1,1,1,1,4895440,93137,3,2,2,0,1,1,0,0,1,0,1,0,91,59,5,44,42,4,14.0
201000001350,10,10,11,1000,1,1,1,3,4896010,95802,3,2,2,0,1,1,34,80,1,5,1,99,115,69,16,42,57,1,10.0
201000001353,10,11,18,830,1,1,1,1,4893890,86266,3,2,2,0,3,3,0,68,1,0,1,0,119,79,7,54,58,4,8.0
201000001355,10,8,8,1030,1,1,1,7,4891100,127689,9,2,2,0,1,1,0,60,1,0,4,99,112,66,14,66,32,7,10.0
201000001356,10,8,26,2200,5,3,2,3,4890730,128474,3,2,2,0,1,1,0,40,2,0,1,0,112,65,6,43,63,4,22.0
201000001357,10,10,1,1315,1,3,2,1,4891500,143300,4,2,2,0,1,1,0,50,2,0,4,99,125,72,9,70,46,5,13.0
201000001359,10,11,28,1400,1,1,1,6,4889590,125868,5,2,1,0,1,1,0,0,6,0,1,99,47,38,3,22,22,7,14.0
201000001361,10,2,13,2230,3,1,1,5,4888280,114623,3,2,2,0,1,1,0,70,1,0,1,99,102,66,8,50,44,6,22.0
201000001365,10,3,23,1715,2,2,1,3,4891610,120204,3,2,2,0,1,1,0,60,1,0,1,0,111,75,9,44,58,2,17.0
201000001366,10,3,29,2000,2,1,2,1,4879930,135340,3,2,2,0,1,1,0,55,2,0,1,0,100,94,6,29,65,1,20.0
201000001367,10,3,30,1945,1,1,1,5,4879930,135340,3,2,2,0,1,1,0,58,1,0,1,99,88,60,3,35,50,2,19.0
201000001368,10,4,26,1800,1,2,1,3,4885000,113665,3,2,2,0,1,1,0,48,1,5,1,0,73,55,7,37,29,1,18.0
201000001377,10,8,24,1230,1,1,1,7,4885760,109050,4,2,2,0,1,4,0,35,1,0,3,99,105,59,14,47,44,2,12.0
201000001378,10,11,2,1130,1,1,1,6,4878380,135623,3,2,2,0,1,1,0,70,1,0,2,99,110,55,11,53,46,2,11.0
201000001383,10,5,28,2315,3,1,1,6,4900440,136632,3,2,2,0,1,2,0,60,1,0,3,99,154,86,14,67,73,5,23.0
201000001385,10,6,1,1900,1,1,2,1,4889960,145223,3,2,2,0,1,1,0,60,2,0,1,0,84,60,5,29,50,2,19.0
201000001386,10,7,1,2045,1,1,1,2,4900800,136630,2,3,4,0,1,1,20,71,1,0,1,99,88,59,3,36,49,4,20.0
201000001396,10,6,27,2030,1,2,1,3,4882380,100776,3,2,2,0,1,1,0,0,1,5,1,99,154,75,16,93,45,7,20.0
201000001398,10,8,17,2245,3,1,1,6,4886750,92591,3,2,2,0,1,1,0,98,1,0,1,0,112,81,13,55,44,2,22.0
201000001399,10,8,27,1315,1,1,1,3,4883870,90775,9,2,2,0,1,1,0,60,1,0,1,0,130,73,9,65,56,5,13.0
201000001400,10,8,31,1400,1,1,7,7,4880030,99440,3,2,2,0,2,2,0,0,1,0,3,0,105,77,10,54,41,2,14.0
201000001407,10,7,12,1815,1,1,1,6,4922300,139571,3,2,2,0,4,2,0,80,1,0,3,99,106,91,13,49,44,1,18.0
201000001410,10,1,12,1300,1,1,8,2,4909590,158966,3,3,2,0,1,1,0,58,2,0,1,99,79,47,4,31,44,2,13.0
201000001420,10,12,17,1015,1,1,9,3,4913630,154507,3,2,2,0,1,2,0,61,7,0,1,99,100,59,7,43,50,5,10.0
201000001421,10,1,26,1900,5,3,1,1,4932820,124873,4,2,0,0,1,1,0,0,1,0,1,99,83,53,8,31,44,2,19.0
201000001422,10,3,17,1000,1,9,7,6,4936250,135528,3,2,2,0,1,2,0,80,1,0,1,99,105,66,3,43,59,3,10.0
201000001424,10,5,31,1630,1,1,1,1,4934020,130347,3,2,2,0,1,1,0,63,1,0,3,99,104,65,5,50,49,1,16.0
201000001429,10,2,22,430,3,1,1,6,4921850,164557,3,2,2,0,1,1,0,65,1,0,1,0,71,44,3,25,43,1,4.0
201000001431,10,6,7,1715,1,2,1,3,4929690,155342,3,2,1,0,1,1,0,35,1,0,1,99,123,71,10,34,79,1,17.0
201000001432,10,6,18,645,1,2,1,1,4925550,156240,3,2,2,0,1,1,60,200,1,0,1,99,109,85,2,47,60,5,6.0
201000001441,10,2,16,1615,1,1,1,6,4909150,60213,4,2,2,0,1,1,0,0,1,0,1,99,100,76,9,37,54,2,16.0
201000001444,10,3,3,1800,1,1,1,6,4909290,60223,3,2,2,0,2,1,0,70,1,6,1,0,66,45,2,29,35,3,18.0
201000001445,10,3,6,1600,1,1,1,6,4912680,48706,4,2,2,0,1,2,0,0,1,0,3,99,96,47,8,38,50,6,16.0
201000001448,10,4,6,930,1,1,1,4,4894070,48103,3,2,2,0,1,1,0,60,1,0,1,99,102,89,5,48,49,2,9.0
201000001454,10,6,8,1415,1,2,1,3,4911630,54023,3,2,2,0,1,1,0,0,1,0,1,0,88,64,7,35,46,2,14.0
201000001462,10,2,9,500,3,1,9,6,4908200,82093,3,2,1,0,1,2,0,0,7,0,3,99,86,43,12,27,47,2,5.0
201000001470,10,9,12,1530,1,1,1,7,4904800,68726,3,2,2,0,1,4,0,45,1,0,1,99,162,95,17,89,56,7,15.0
201000001478,10,11,26,1130,1,1,8,3,4910970,71921,3,2,2,0,1,1,0,50,2,0,1,99,123,99,8,59,56,5,11.0
201000001480,10,1,24,130,5,1,2,6,4920670,122070,4,2,2,0,2,1,0,55,2,0,4,0,90,40,6,32,52,7,1.0
201000001487,10,1,7,1300,1,2,1,3,4914830,138868,3,2,2,0,1,1,0,72,2,5,1,99,67,38,2,27,38,4,13.0
201000001488,10,2,12,1715,1,2,1,3,4906430,137453,3,2,2,0,1,1,0,67,1,0,1,0,92,59,8,42,42,5,17.0
201000001490,10,7,9,1700,1,2,1,3,4919350,127020,3,2,2,0,1,2,0,70,1,0,1,0,161,99,20,84,57,5,17.0
201000001491,10,7,13,1500,1,1,1,1,4912380,139211,3,2,2,0,3,2,0,44,1,0,1,99,138,70,14,57,67,2,15.0
201000001495,10,2,25,1945,3,1,2,1,4923340,108196,3,2,2,0,1,1,0,65,2,0,1,99,75,40,4,20,51,4,19.0
201000001508,10,11,14,900,1,1,1,1,4930010,119103,3,2,2,0,1,1,0,0,3,0,2,0,84,27,11,41,32,7,9.0
201000001509,10,11,15,715,2,1,9,1,4932770,115228,3,2,3,0,2,1,0,0,1,0,1,0,87,38,6,42,39,1,7.0
201000001511,10,11,24,445,3,2,2,3,4929900,107855,3,2,2,0,1,1,0,65,2,0,1,99,104,63,9,50,45,3,4.0
201000001513,10,2,15,1800,2,1,8,3,4920670,101762,3,2,2,0,1,1,0,70,1,0,1,0,82,60,5,28,49,1,18.0
201000001515,10,5,29,1800,1,1,1,7,4924360,93994,3,2,2,0,2,4,0,50,1,0,1,0,129,86,13,54,62,6,18.0
201000001516,10,6,11,645,2,1,5,7,4919760,98970,3,2,2,0,1,1,0,0,6,0,1,99,147,99,10,67,70,5,6.0
201000001528,10,12,31,1845,3,1,4,3,4919900,89397,3,2,2,0,1,3,0,60,5,0,1,99,53,28,4,22,27,5,18.0
201000001531,10,2,3,2030,3,1,1,6,4944050,56103,3,2,2,0,2,4,0,0,1,0,1,0,118,72,5,50,63,3,20.0
201000001532,10,2,4,1600,1,1,8,1,4933660,56822,3,2,2,0,1,1,0,45,2,0,1,99,126,65,14,62,50,4,16.0
201000001534,10,4,15,1245,1,2,1,3,4940190,55757,3,2,2,0,1,1,0,42,1,5,1,99,131,90,8,59,64,4,12.0
201000001538,10,6,24,1830,1,1,1,1,4936820,45978,3,2,2,0,1,1,0,0,1,0,1,0,170,90,10,66,94,4,18.0
201000001540,10,7,8,1800,1,2,1,2,4937350,37070,3,2,2,0,1,1,0,70,1,0,1,99,153,81,15,67,71,4,18.0
201000001545,10,8,11,1600,1,1,1,6,4939680,50219,3,2,2,0,1,2,0,0,1,0,3,99,80,41,5,44,31,3,16.0
201000001547,10,8,29,630,2,1,1,6,4940730,53872,3,2,2,0,1,2,0,68,1,0,1,0,129,71,10,68,51,7,6.0
201000001558,10,7,3,300,3,1,1,6,4932840,76550,3,2,1,0,1,2,0,0,1,0,3,99,113,66,10,67,36,6,3.0
201000001559,10,7,18,1415,1,1,1,3,4935990,85289,3,2,2,0,2,1,0,73,1,0,1,99,164,79,12,78,74,7,14.0
201000001576,10,9,19,1000,1,1,1,6,4928770,67363,3,2,2,0,2,1,0,73,1,0,3,3,134,55,11,62,61,7,10.0
201000001582,10,1,19,1045,1,1,1,1,4828100,171100,3,2,2,0,2,1,0,61,2,0,1,99,76,63,4,20,52,2,10.0
201000001588,10,6,19,1,3,1,1,4,4828800,180000,3,3,4,0,1,1,70,0,1,0,1,0,137,62,7,78,52,6,0.0
201000001592,10,8,13,1415,1,1,1,7,4821400,163700,5,1,0,0,1,1,0,25,9,0,3,0,109,57,9,53,47,5,14.0
201000001593,10,9,13,1015,1,9,1,3,4820600,173100,3,3,4,0,1,1,30,70,1,0,1,0,93,71,7,37,49,1,10.0
201000001595,10,12,18,1900,3,1,9,4,4825000,176100,3,3,4,3,1,2,30,70,7,0,1,0,108,56,6,51,51,6,19.0
